,AUC,AP
0,0.827504781973035,0.5585569100868651
1,0.8248769327637895,0.5402780078162107
2,0.8141321017069616,0.5393561441655862
3,0.8361321589475366,0.5825823726497217
4,0.8064764729311705,0.5131450848699932
5,0.8059973812436946,0.5214433484768936
6,0.8226472334914604,0.525322710083111
7,0.8083390275780321,0.5254393261730744
8,0.8147502701039632,0.5511603117263318
9,0.813444469487196,0.5238021257004986
10,0.8208004796283179,0.566234813303474
11,0.8272829747449812,0.5618410605281847
12,0.8251746135664932,0.570686830384812
13,0.8285626891622125,0.5551117801454167
14,0.8184978880612855,0.5348586938568066
15,0.8103075667270079,0.5407426680746076
16,0.8273944746149976,0.5552039551958967
17,0.8112781224137396,0.5126701952278913
18,0.8187821531042279,0.5459675385215182
19,0.8165625901837184,0.5410038819474144
20,0.8252346863574245,0.5473331955094054
21,0.8246408153919906,0.5360825387303286
22,0.8178537825287454,0.5530605412023183
23,0.7987576410205041,0.5001735711438656
24,0.8117929894605792,0.5546233232969457
25,0.8344900699527528,0.5361932987351593
26,0.8216142199898397,0.5356841445389641
27,0.8173751380332616,0.5233709076853786
28,0.8256455067341151,0.5356051597196736
29,0.7992476143797864,0.5134646852387834
30,0.8305374889990769,0.5297441734916823
31,0.8262445949394561,0.5512550550526689
32,0.8312644741141424,0.524587095693113
33,0.7987410949167983,0.5108742163300763
34,0.798966330616791,0.5027465941858978
35,0.8136995179866582,0.5177324801518542
36,0.8294539428023555,0.5458056053198159
37,0.8149838533878072,0.537611162934904
38,0.8202847181974944,0.5370555995619348
39,0.8198390168454242,0.5387910162655041
40,0.8338191329006901,0.526891077880302
41,0.8097420179210699,0.527840067178295
42,0.8354373716558983,0.5715979447366853
43,0.8322530665445534,0.563928077465227
44,0.8324350736853151,0.5602237987978428
45,0.8292612030537847,0.5460046996427008
46,0.8254466553616531,0.5289370841182862
47,0.821859430265477,0.5606610647040626
48,0.8460790504265614,0.5707480219530613
49,0.8224756608305129,0.5738306979826511
50,0.8282451828478616,0.550459650943923
51,0.8253742102589421,0.5398347199376725
52,0.8229362685823178,0.5441984215508399
53,0.8152582802069246,0.5237780350326506
54,0.8385809822959672,0.5807361506541596
55,0.832008601588903,0.5305430129377547
56,0.8260760035584558,0.5466035164953817
57,0.8309666442474416,0.5555996796119633
58,0.8064617155954332,0.5309786724062696
59,0.8128118418824518,0.5281890128462389
60,0.7967171039608093,0.5279937912628481
61,0.8149526990123616,0.5216954637674078
62,0.8381989312707646,0.5619149078972794
63,0.8242276099913424,0.5422563325608133
64,0.8047430077060124,0.51617336548974
65,0.8303773942659255,0.5292987494562955
66,0.8290720408411503,0.5510254418477173
67,0.8173357851379617,0.5130686604252133
68,0.8227591805534689,0.5354591929175351
69,0.8172803333309482,0.5348198171012181
70,0.8201572684797619,0.5202339915754928
71,0.8282152209843947,0.5507700908600356
72,0.8039835266395251,0.5180142702309696
73,0.8381182876481994,0.540939882096277
74,0.8079888762482619,0.5195934559733641
75,0.8259242564091558,0.5429070430717112
76,0.8265944481412316,0.5616259710300557
77,0.81679855849152,0.5312040045095682
78,0.8247034222708767,0.5505175347216008
79,0.8099143359020041,0.5276841862081406
80,0.8142841469842564,0.5193970811213485
81,0.8276987142335844,0.5636970338303525
82,0.8244339145636717,0.5404944529889126
83,0.8158768957959183,0.5331938509281337
84,0.8293524302201616,0.5551335804046421
85,0.8202474521981573,0.5478399591537438
86,0.8364422120620201,0.5385302645336902
87,0.8423618415246982,0.5991627251265463
88,0.8136625501153159,0.5302188890183355
89,0.8262138877560025,0.5467027909421867
90,0.8203392756205236,0.5501268847826644
91,0.8116011440959925,0.529951322729126
92,0.8283141994786337,0.5428324843725412
93,0.8138043099767938,0.5285758548438269
94,0.8191898431369743,0.5374984392942578
95,0.8070807783764188,0.5007900962874722
96,0.8454148212543795,0.5347040386367342
97,0.8320962512193435,0.5571548601492092
98,0.828503361691268,0.5471785101962435
99,0.8355725727014928,0.5533702544279284
100,0.8011337211382288,0.5143547565341314
101,0.8251079819596787,0.5508064203975636
102,0.8153989966204211,0.5340922346541553
103,0.8280590019151742,0.5339626113050409
104,0.8317374541777272,0.5480222888106622
105,0.84754777799243,0.5709563117276786
106,0.819077448882974,0.5420923911449854
107,0.8404533751666536,0.5613455203692254
108,0.8275736495398097,0.5356095089587795
109,0.8083059353706208,0.543138550719436
110,0.8162243639737361,0.525942507297445
111,0.8198145703498592,0.5195752683970839
112,0.8261711063887637,0.5605063625307036
113,0.8096999818738179,0.5089937151993542
114,0.8249590670263283,0.5706429080692718
115,0.8328773465654463,0.561826753176099
116,0.8119606864575954,0.5299659020507854
117,0.8228086698005881,0.5521548272011811
118,0.8166274330225648,0.5148592505285732
119,0.8319503175659398,0.545057570777377
120,0.8340223071290751,0.5521891668606518
121,0.8213821273459692,0.5325829509551628
122,0.8219294903442305,0.5530936594411001
123,0.8165721302795487,0.5568137036821814
124,0.8064380144198549,0.5085857551988936
125,0.8517676306933504,0.590516253413246
126,0.8215788918224683,0.5388269792149717
127,0.8296712781104886,0.5391285820854276
128,0.8196668479284874,0.5559162511920037
129,0.823583355394805,0.5333991479720399
130,0.8157546633180931,0.5158121699722352
131,0.8196103526734927,0.5306800666360916
132,0.8231075431152707,0.5522442041038067
133,0.8184594295499699,0.5236064982254991
134,0.8149173708449902,0.539566920410386
135,0.8309594891755687,0.5706728186827735
136,0.8095579238843453,0.5319929674498183
137,0.8107243496635924,0.5209011917141139
138,0.8141435796347574,0.519247842883514
139,0.8198698730928752,0.5422365084272929
140,0.8287126475435447,0.5708813411618731
141,0.8271158740039544,0.5452214867838583
142,0.8247002919269324,0.5489827506104079
143,0.8225862663165452,0.5478787908922836
144,0.821912198920538,0.5651364028565535
145,0.8265030719108574,0.5366642692283062
146,0.8047880250332116,0.5423300258077587
147,0.819556987762442,0.5242246669191917
148,0.8337361042541672,0.5591167287039935
149,0.8127818800189848,0.5415603612711365
150,0.8199180207640184,0.5191441734215834
151,0.8106943878001254,0.539155997222309
152,0.8047219896823864,0.520890581183988
153,0.8231789447700002,0.5524517361113142
154,0.8376646859042699,0.5814929318853177
155,0.8161873961023938,0.5290447580451475
156,0.8297140594777275,0.5701949129055368
157,0.811408553411419,0.5035485555594277
158,0.8071050758079865,0.5428583916769361
159,0.8279506323891024,0.546863851508526
160,0.8114224163631724,0.5342313819635027
161,0.8302766270037182,0.5604344861083805
162,0.8120550439679167,0.5026650899514418
163,0.8114040814914986,0.5582750427567449
164,0.8309417505598844,0.5683134304569768
165,0.820734146149498,0.5568058256998119
166,0.8294034101072545,0.575617513512387
167,0.8181757607630169,0.5533360473416689
168,0.8257130327249138,0.5754382292322551
169,0.8047708826735165,0.5262869733315272
170,0.8410013344209043,0.5876096606964729
171,0.8316985484744195,0.5615977901306053
172,0.8180174547978335,0.5259326139676043
173,0.8276632370022158,0.5399599939064434
174,0.8198978971243767,0.5414705902251177
175,0.8123515322586415,0.5319359331780669
176,0.8235399777715766,0.5633048307301479
177,0.8233661691506691,0.5444358046854247
178,0.8381929687108707,0.5730306240785301
179,0.8187569612886761,0.5451235091390652
180,0.8432113572455836,0.5810805889179896
181,0.8314700333664852,0.5505101784446579
182,0.827755060424582,0.5395652737337824
183,0.8229665285737795,0.5393678527706768
184,0.8218017424985035,0.5334128513249013
185,0.8190699956831067,0.5476811125605732
186,0.8202328439264173,0.5371269092922855
187,0.8138870404953218,0.5279707524285805
188,0.8071812475106313,0.5282155925041708
189,0.8163227462119856,0.5258207222936695
190,0.8193567948140038,0.5424132857116176
191,0.8190209536279791,0.5269461669145367
192,0.8242739688945175,0.5232598408516524
193,0.8353464426175161,0.5324521897836586
194,0.8344334256337604,0.5626447324815935
195,0.8232566071126184,0.5462419571258202
196,0.8121449295583174,0.5381002564169517
197,0.8224929522542055,0.5496286973334925
198,0.8151855369762189,0.5328911066256423
199,0.8289196974358608,0.5531240027502127
200,0.8181259733879026,0.5457214291272708
201,0.8196359916810364,0.537479297325344
202,0.8331265815690119,0.5764482041014451
203,0.8138013286968467,0.5523039453672723
204,0.8256484880140621,0.5527758457571639
205,0.8301311405423069,0.5634713383593798
206,0.8151071293136141,0.5509998940448115
207,0.8230881647956153,0.5563994635592887
208,0.8174404280641,0.5338256198821597
209,0.8181830648988869,0.541663682854144
210,0.8362448513295316,0.5696843294776689
211,0.819406134997126,0.5374867545245483
212,0.8270349322533944,0.5392153285747519
213,0.8176175160929492,0.5289957929855889
214,0.820953121161602,0.5336487227848934
215,0.8234169999737646,0.5175404992468033
216,0.8255120944564888,0.5490604328955859
217,0.814881297357632,0.5000303596586245
218,0.8245613642814043,0.5637430437779182
219,0.8201050960806902,0.5469203687053024
220,0.8228164211284501,0.516829557719823
221,0.8232637621844912,0.5368999661074915
222,0.809419741558804,0.5105846687332681
223,0.824673162279415,0.5648786911235492
