,AUC,AP
0,0.7660778191579434,0.5164616736481227
1,0.7663137129337465,0.5518119762271302
2,0.7639340552800853,0.5616047316962718
3,0.7742345265608194,0.5870382663923728
4,0.7449474758098944,0.5552186106116074
5,0.7643669371283834,0.5648983045523898
6,0.7643310127050226,0.5532340093876782
7,0.777096108117906,0.5873179199126847
8,0.7652685507163419,0.5553126264054388
9,0.7513494018359915,0.531909933024042
10,0.7707276469592137,0.5695103225994856
11,0.7563830694304324,0.5528804752789891
12,0.7711476347717413,0.5852445203231004
13,0.7256463713052999,0.4890063393332686
14,0.7811629466255487,0.5712937247752015
15,0.7723970146655124,0.5724067999028786
16,0.7843230288373246,0.6008260593349266
17,0.7609471109012291,0.5661025403799615
18,0.7796121593291404,0.5659260120709118
19,0.7602542614415562,0.5732767844153495
20,0.7760763613120494,0.5973617188268466
21,0.7579740294741261,0.5546575003309447
22,0.760084030356585,0.5641490630319665
23,0.7679795031041087,0.5852004555714331
24,0.7536969361982242,0.5374763481215943
25,0.7715641941123299,0.5346107742995916
26,0.7562687373444666,0.5599949446116051
27,0.775239888690932,0.5590759193368026
28,0.774333803183053,0.5993727306259964
29,0.771388373127458,0.5558551551587024
30,0.7708865491803865,0.5770505318828043
31,0.743159900353699,0.533997945922644
32,0.7720186902402433,0.565677702807034
33,0.7508909555121481,0.550663546021635
34,0.774644005361534,0.5778101011769718
35,0.7702936471309354,0.56816827616926
36,0.7563949945502203,0.548738146917927
37,0.7503874173291071,0.5299039209046552
38,0.7599021722798205,0.5444635263450542
39,0.7650891521955339,0.5298835278144992
40,0.7594470798959175,0.5472673705031951
41,0.7370375438546279,0.521884277940325
42,0.776702504632909,0.591943993946983
43,0.7313544789557411,0.5294222741965376
44,0.7540205541364664,0.5589331813697666
45,0.7435235419752291,0.539995498680117
46,0.7583890236427424,0.5437508770129557
47,0.7575588117095136,0.5407423563980788
48,0.737779733497423,0.5210772112922085
49,0.7511890835068438,0.5542764451743017
50,0.7511565875554219,0.5471663201976312
51,0.7509525189430528,0.5335756756802619
52,0.7439216919121454,0.5669119226662331
53,0.7815307620390046,0.5838681349160783
54,0.7632565594121393,0.5759466818298132
55,0.7584301653060105,0.5395532402709814
56,0.7509590777589361,0.5237353559074401
57,0.7610737407669761,0.5834931992739683
58,0.7396020408650004,0.5247399121931783
59,0.7635763016864504,0.5377236219666748
60,0.7737964274726139,0.5600934363092772
61,0.7708328861413413,0.5674439974912134
62,0.7536095846957782,0.5901038169089479
63,0.7845918657565416,0.5944886571470349
64,0.7681871492524143,0.5565566242191323
65,0.7808233043075917,0.5849715743317336
66,0.7471715106503245,0.5401264091101289
67,0.7829054302225466,0.6001687227794289
