,AUC,AP
0,0.7696938881376063,0.5992924947419894
1,0.7572513672149837,0.5846722931585143
2,0.7139621389371856,0.50554955682161
3,0.7395583651137776,0.536391013271287
4,0.7378927240074127,0.548320091088293
5,0.7283451749772827,0.5236044546986394
6,0.7350883084933089,0.5444650402040591
7,0.7478320877545716,0.5472301964307115
8,0.7416338576808503,0.5459664960479279
9,0.7409506228490066,0.549500161684034
10,0.7259962245070751,0.5149280608578124
11,0.7344147628212926,0.5367566311664758
12,0.7363098134195759,0.5350318471197004
13,0.7266333985637385,0.5254171848952943
14,0.7409378778772333,0.5641796691856233
15,0.7460664247059862,0.5525796131279123
16,0.7418226472334915,0.5427557707105721
17,0.7295353019321078,0.5173472909661994
18,0.7442133356229563,0.5517401092148428
19,0.7225827334998081,0.519090522223084
20,0.7539391651939144,0.5660832203905837
21,0.7402123834021413,0.5401399245053313
22,0.7548791627611899,0.5838227115807122
23,0.7439559020995365,0.5635783525785616
24,0.7296636460338244,0.5149064002344812
25,0.7197352384904706,0.5095402008302607
26,0.7153334531807871,0.519959478402917
27,0.7570376094427868,0.5677676976598492
28,0.7352402792386049,0.5207328495402229
29,0.7428341209874953,0.5417786276662407
30,0.7379028603592322,0.5501209693647734
31,0.7286073040166189,0.5390881966609796
32,0.7346411910332639,0.5337249321069701
33,0.7330429268537002,0.5276724176166079
34,0.7342601834560427,0.5315576109980856
35,0.742772930216584,0.5443596470310396
36,0.7574432125795703,0.5632183816374667
37,0.7613961661932395,0.5714835619794741
38,0.747163163066473,0.5415300041654085
39,0.7591547653971185,0.5741194229912188
40,0.7388423362025172,0.5403136090753315
41,0.7300948881781517,0.5369799914950768
42,0.7227828519162476,0.5231637164697196
43,0.7377966522611219,0.5416595630641905
44,0.7545206638475683,0.5553445679783269
45,0.7538825208749222,0.5699422950712396
46,0.763818232554146,0.5796250816988177
47,0.7728914599447151,0.5788477576454402
48,0.7391058813498281,0.5446960458179542
49,0.7517946559960694,0.5682315988324724
50,0.7418491060930207,0.5406457015496025
51,0.7537278669776737,0.5532298900975904
52,0.7314342281943222,0.5280137811138099
53,0.7378748363277309,0.5219860432064478
54,0.749654171526153,0.5649482532408084
55,0.7416179823651328,0.5329457809507608
56,0.7299541717646554,0.533098747813533
57,0.7475897096948838,0.5396336514166112
58,0.7447636799011645,0.5636678445264164
59,0.7274258227736398,0.5274167366737698
60,0.7354184107154357,0.5389525474615529
61,0.7634148653773227,0.577052941094074
62,0.7302406727675579,0.5404256669480982
63,0.7228242917075102,0.5178986880552825
64,0.7294012933984922,0.5173297547417737
65,0.7391971830482038,0.5272548867986936
66,0.7473083513998897,0.568560255410277
67,0.7499196545054295,0.5518154472292702
68,0.7612242208722986,0.5539675807862923
69,0.747374833942707,0.5481452997670047
70,0.7245614090006034,0.5106621306355051
71,0.7398898089118805,0.5470827791474266
72,0.7670073822454047,0.5800168456350254
73,0.7402734251090552,0.54660592781613
74,0.743056375407541,0.551432436841498
75,0.7335665886763832,0.5421891997221802
76,0.7495849312993849,0.5637935332907297
77,0.7183528189790667,0.5189003337412393
78,0.7260944576813274,0.5272890570653427
79,0.7307182738150604,0.5197501904602498
80,0.7414212178886337,0.5203217783403727
81,0.7335725512362772,0.5299995879342829
82,0.7494577051776485,0.5531340822698257
83,0.7357830212529486,0.5469262000320305
84,0.7463620931447257,0.5486262915942939
85,0.7501627778851039,0.5563346298490235
86,0.7467953476530172,0.556036779045864
87,0.7472051991137252,0.5512289076913172
88,0.7487384713904451,0.5500299280497543
89,0.7455810723306215,0.5609663918059107
90,0.7289745231740853,0.527686653468407
91,0.7487462972503058,0.5424146533316241
92,0.7491702352587633,0.5559905185455297
93,0.719064525034404,0.5318040078418248
94,0.7387629596239295,0.5310289605827374
95,0.7341363112742467,0.5232051976864556
96,0.743329982374673,0.5501954670974945
97,0.7417092095315098,0.5357706886033722
98,0.7345922980421338,0.5382123559916366
99,0.7417792696102632,0.5512168645822868
100,0.7399079947195569,0.5402701754747479
101,0.7613703035896995,0.5703553720602296
102,0.7518147051037127,0.5473967581878684
103,0.7497468893325033,0.5591754311890176
104,0.7344056699174544,0.5290841399368444
105,0.730350831061598,0.5272818302298208
106,0.7312076509183534,0.5335960088781534
107,0.749160918758929,0.5502483898509309
108,0.7504507695279798,0.5677679519316748
109,0.7551523970683285,0.5502546012479129
110,0.7459064045048331,0.5602653299986351
111,0.7360328525125035,0.535737043168294
112,0.7610819392868302,0.5732917795814867
113,0.7382376580972756,0.5210899510820318
114,0.7314375821342625,0.5497111840021363
115,0.7246713436986474,0.5151300550269144
116,0.7215661915698943,0.5341904475956799
117,0.7188237121466885,0.5106199500704639
118,0.7609928735484148,0.5782757612160748
119,0.732544009654577,0.5273126839816342
120,0.7418105730497062,0.5432249984458765
121,0.770124384961947,0.6094405479426769
122,0.7481396813130988,0.5599859154116166
123,0.7392569577111402,0.5564039179079121
124,0.7518391515992777,0.5607043484144859
125,0.7562505515367902,0.5662043172982879
126,0.7558325760882268,0.5554505081139977
127,0.7285188345341929,0.5342185008529146
128,0.7500597001309378,0.5504590084723845
129,0.7390889625861291,0.5394554958249621
130,0.7584078057064083,0.5534811422389149
131,0.7351821442796393,0.535860227935908
132,0.728616620516453,0.5249542058690729
133,0.7400636920647867,0.5585504544808151
134,0.7525150822952515,0.5737679674665438
135,0.7308780704202174,0.5329258550473497
136,0.7578249654767782,0.5561694676042843
137,0.7270896089276218,0.5360113539483203
138,0.752625166057293,0.5724967478328608
139,0.7416327397008704,0.5579380071243126
140,0.7375368337137446,0.5473003950542012
141,0.7436272159853845,0.5578632203870477
142,0.7437847766305812,0.566275793967832
143,0.741197845488608,0.5367459025708436
144,0.7160694566676923,0.5097824840421634
145,0.7594676507275516,0.582232505506139
146,0.7495274671284073,0.5561549695296494
147,0.7552172399071748,0.5700773831862803
148,0.7158571150034703,0.5140656865779663
149,0.7520196681000662,0.5486789437806727
150,0.7463192372454881,0.5553958109147693
151,0.7450155235246838,0.5603412355298443
152,0.7508398265610579,0.5658004878888051
153,0.7373571370649419,0.544121523106486
154,0.7334172265510407,0.5432377512513339
155,0.7580954420999658,0.5620646911540943
156,0.7609381670613882,0.5641896211670743
157,0.753285966757536,0.5676602053856251
158,0.7492932875885738,0.5566402646683672
159,0.7362377409768581,0.5373482444080367
160,0.7443103762852299,0.5286582756947164
161,0.7504158885526004,0.5726713321102438
162,0.7236829748642325,0.5177058585222494
163,0.7416519689565282,0.5478305219075554
164,0.7513734756715631,0.5548283804552008
165,0.7535714243124573,0.568095097699115
166,0.7389252157850426,0.5411163862678482
167,0.7504802096674561,0.5763606734486905
168,0.7433180572548851,0.5533753199699468
169,0.7364672250007751,0.5586973399948966
170,0.7428241336996729,0.5511365959782738
171,0.7281654783284798,0.5140115143105878
172,0.7376697242673803,0.5198191742818992
173,0.7392638146550183,0.5407478332593155
174,0.7354245968713256,0.5361584632659872
175,0.7518723928706863,0.5562321939867202
176,0.7385685801713879,0.5438317272379666
177,0.7335568995165557,0.5384052296120657
